"","sumlevel","geoid","division","langspan0913_est","langspan0913_moe"
"1","030",NA,"1",0.0762284571090018,0.000347174421244152
"2","030",NA,"2",0.118192162476354,0.000277711196787705
"3","030",NA,"3",0.0599203717448959,0.000196087863027309
"4","030",NA,"4",0.041079436795328,0.000277279060575803
"5","030",NA,"5",0.110848663285462,0.000246315294843992
"6","030",NA,"6",0.0320072957094512,0.000264923111081525
"7","030",NA,"7",0.220274828762984,0.000468877772035745
"8","030",NA,"8",0.15824162523288,0.000601657150897188
"9","030",NA,"9",0.233485454229029,0.000501237191292167
