"fnu","area","region","comuna","sex","age","ses","phone","edu","pond","agecat","approval"
308,1,5,5109,1,25,2,2,4,2.794,2,2
407,2,5,5704,1,24,4,2,2,0.636,1,3
188,1,4,4301,2,80,4,2,1,0.799,5,1
661,1,8,8103,2,56,4,2,3,1.273,5,2
338,2,5,5304,1,33,4,2,2,2.243,2,3
567,1,7,7304,2,81,4,2,1,0.607,5,3
169,1,4,4102,2,24,4,2,4,0.751,1,3
935,2,9,9204,2,39,4,2,2,0.991,3,2
605,1,7,7405,2,60,4,2,2,0.786,5,3
92,1,2,2102,2,21,3,2,3,0.394,1,3
56,1,2,2101,2,71,3,1,3,1.26,5,2
925,1,9,9203,1,42,4,2,2,1.841,3,2
152,1,4,4101,2,62,3,2,3,0.304,5,9
1683,1,13,13129,1,40,4,1,3,0.767,3,2
820,2,8,8408,1,62,4,9,2,0.47,5,3
531,1,7,7102,1,68,4,2,2,0.181,5,2
1702,1,13,13131,2,64,4,2,2,0.253,5,3
915,1,9,9119,2,68,3,2,3,0.503,5,3
1849,1,13,13601,2,51,4,2,3,0.077,4,2
844,1,9,9101,1,32,3,1,4,1.143,2,1
784,1,8,8312,2,44,4,2,3,1.562,3,2
1462,1,13,13119,2,23,4,2,4,0.847,1,3
39,1,1,1101,2,22,3,2,4,1.518,1,1
178,2,4,4106,2,54,4,2,2,0.391,4,3
1700,1,13,13131,2,63,4,2,2,0.253,5,3
1818,1,13,13401,1,20,3,1,3,0.951,1,2
1143,1,13,13103,1,57,4,2,2,0.487,5,3
434,2,6,6104,2,55,4,2,2,0.66,5,3
1138,1,13,13102,2,46,4,1,3,2.662,4,1
680,1,8,8108,1,27,4,2,3,0.665,2,2
1515,1,13,13120,1,38,1,1,4,2.507,3,2
754,1,8,8301,2,59,4,9,2,1.414,5,2
668,1,8,8106,2,60,4,2,3,0.564,5,2
259,1,5,5106,2,19,3,2,3,0.718,1,3
1666,1,13,13128,2,50,4,1,2,0.518,4,2
732,1,8,8202,2,59,4,2,2,0.623,5,3
762,2,8,8301,2,45,4,2,2,0.686,4,2
660,1,8,8102,2,59,3,1,2,0.891,5,2
171,1,4,4102,1,27,3,1,3,1.844,2,2
1322,1,13,13112,2,22,4,2,3,1.085,1,2
40,1,1,1101,1,44,3,1,3,2.357,3,1
1756,1,13,13201,1,42,3,1,4,1.496,3,2
645,2,8,8101,2,32,4,2,2,2.01,2,2
1846,2,13,13504,1,20,3,9,4,1.077,1,3
537,2,7,7106,2,38,4,2,2,0.531,3,2
749,1,8,8301,2,44,3,2,3,0.256,3,1
690,1,8,8108,2,69,3,1,3,0.763,5,1
1411,1,13,13116,2,32,3,1,4,0.804,2,3
589,1,7,7401,1,46,4,9,3,1.667,4,2
1687,1,13,13130,1,26,2,1,4,1.301,2,2
972,1,14,14107,2,47,4,2,3,0.523,4,2
238,1,5,5101,2,68,4,2,3,1.039,5,1
819,2,8,8408,2,49,4,9,4,0.41,4,1
82,1,2,2101,1,27,4,2,3,0.376,2,1
790,1,8,8401,1,20,3,1,3,1.064,1,1
978,2,14,14201,2,35,4,2,2,0.757,3,1
231,1,5,5101,1,32,2,2,4,1.552,2,2
433,2,6,6104,2,35,4,2,3,0.271,3,2
932,2,9,9204,1,78,4,2,1,1.433,5,2
679,1,8,8108,2,25,4,1,4,0.938,2,2
1137,1,13,13102,1,71,2,1,4,0.698,5,3
1187,1,13,13105,1,18,3,1,3,2.917,1,2
1065,2,10,10306,2,25,5,2,2,1.346,2,2
172,1,4,4102,2,54,3,2,3,0.663,4,2
776,2,8,8307,2,41,4,2,3,0.267,3,2
46,1,1,1101,2,54,4,2,3,0.981,4,1
667,1,8,8106,1,81,5,2,2,0.139,5,2
1872,1,13,13605,2,40,4,2,2,0.179,3,3
1310,1,13,13112,1,56,4,1,3,0.201,5,2
1019,1,10,10109,2,71,3,9,2,0.773,5,1
1323,1,13,13112,2,40,4,9,2,1.066,3,3
347,1,5,5402,1,27,2,2,4,3.193,2,1
1816,1,13,13401,1,34,4,2,2,0.411,2,2
1566,1,13,13122,1,39,2,1,4,0.23,3,2
176,2,4,4106,2,31,4,2,3,1.733,2,3
143,1,4,4101,2,66,3,9,3,0.872,5,2
818,2,8,8408,2,58,5,2,2,0.593,5,2
608,2,7,7408,2,67,4,2,1,0.537,5,2
830,2,8,8416,2,50,4,9,2,0.496,4,1
593,1,7,7401,1,22,2,2,4,1.411,1,1
174,1,4,4102,1,55,3,2,3,0.58,5,2
523,1,7,7101,1,56,3,2,4,0.015,5,2
759,2,8,8301,1,51,4,2,2,0.847,4,2
979,1,14,14202,1,19,4,2,4,1.018,1,3
1435,1,13,13118,1,28,5,9,3,2.222,2,2
1844,2,13,13504,2,44,4,2,2,0.467,3,2
404,2,5,5704,1,39,4,2,3,0.35,3,2
85,1,2,2101,2,35,3,2,4,1.923,3,2
764,1,8,8302,2,50,4,2,2,0.983,4,2
60,1,2,2101,2,65,3,2,2,0.84,5,3
1309,1,13,13112,1,89,4,1,1,0.267,5,2
919,1,9,9201,1,46,4,2,3,1.42,4,1
702,1,8,8110,2,29,4,2,3,0.085,2,2
498,2,6,6306,2,52,4,2,4,0.152,4,1
491,1,6,6303,2,30,4,2,4,1.564,2,2
161,1,4,4102,1,25,3,2,4,1.694,2,3
1379,1,13,13114,1,21,3,9,3,1.099,1,1
1606,1,13,13124,1,42,3,1,4,1.128,3,3
140,1,4,4101,2,83,3,2,3,0.872,5,1
780,2,8,8307,1,44,4,2,2,0.901,3,3
817,2,8,8408,1,59,4,2,2,0.941,5,2
565,1,7,7304,1,23,3,2,3,1.415,1,2
1209,1,13,13106,1,70,4,1,2,1.83,5,9
689,1,8,8108,2,37,2,1,4,0.568,3,1
1192,1,13,13105,2,65,2,1,2,0.396,5,1
631,1,8,8101,1,22,4,1,3,2.434,1,1
807,2,8,8401,1,54,3,2,2,0.802,4,1
173,1,4,4102,1,22,3,1,4,2.284,1,2
1179,1,13,13105,2,37,2,1,4,1.481,3,2
151,1,4,4101,2,52,3,1,3,1.142,4,2
1356,1,13,13114,2,36,1,1,4,0.858,3,1
535,2,7,7106,1,28,4,2,3,1.872,2,2
51,1,2,2101,2,56,4,9,2,1.003,5,2
256,1,5,5106,2,35,4,2,3,1.411,3,3
331,1,5,5301,2,39,3,1,3,1.326,3,2
1813,1,13,13401,1,20,3,9,3,0.136,1,2
1088,1,12,12401,2,37,3,1,4,1.017,3,2
586,1,7,7401,1,23,3,2,3,2.136,1,1
541,1,7,7201,2,49,3,2,3,2.435,4,1
901,2,9,9112,1,52,4,2,2,0.562,4,9
193,2,4,4301,1,82,5,2,2,0.669,5,1
278,1,5,5108,1,47,4,2,3,2.283,4,2
805,2,8,8401,1,46,4,2,2,0.535,4,2
882,2,9,9105,1,55,4,2,2,0.448,5,9
637,1,8,8101,2,62,3,1,1,1.025,5,1
182,1,4,4201,1,62,3,2,4,0.535,5,3
1139,1,13,13102,2,68,3,2,2,1.062,5,3
1197,1,13,13106,2,30,4,2,3,0.228,2,2
941,1,9,9211,2,29,4,2,4,1.586,2,1
251,1,5,5103,1,31,3,1,3,1.15,2,2
954,1,14,14101,1,43,4,2,3,0.532,3,2
361,1,5,5504,1,51,3,1,3,2.595,4,1
147,1,4,4101,1,56,5,2,3,0.578,5,2
354,1,5,5501,1,66,2,1,4,17.563,5,1
1509,1,13,13120,1,36,3,1,3,2.08,3,3
458,1,6,6115,2,33,3,1,3,1.177,2,2
1637,1,13,13126,2,22,4,2,3,1.994,1,2
1120,1,13,13101,2,22,3,1,4,0.623,1,2
478,1,6,6301,1,29,4,2,3,1.578,2,2
869,2,9,9101,2,24,4,2,2,1.028,1,2
1123,1,13,13101,1,40,3,1,4,0.701,3,1
1807,1,13,13401,2,21,1,9,4,0.518,1,3
7,1,15,15101,2,18,4,2,4,0.716,1,2
1721,1,13,13201,1,52,4,1,4,0.271,4,2
442,1,6,6106,1,25,3,2,3,0.141,2,1
1119,1,13,13101,2,72,3,1,3,0.244,5,1
942,1,9,9211,2,85,4,9,1,0.537,5,2
29,1,1,1101,2,23,3,1,4,0.784,1,2
1681,1,13,13129,1,21,3,9,4,0.676,1,1
1742,1,13,13201,1,18,4,9,3,2.021,1,1
1834,2,13,13404,1,47,3,2,2,0.517,4,2
1049,1,10,10301,1,36,2,1,4,1.186,3,2
729,1,8,8202,1,26,4,1,3,1.465,2,2
553,1,7,7301,2,21,4,2,3,0.924,1,2
606,1,7,7405,2,82,3,2,2,0.786,5,3
1312,1,13,13112,2,34,4,1,3,0.3,2,1
1070,1,11,11202,1,43,3,2,3,0.937,3,2
724,1,8,8111,2,25,3,1,3,0.749,2,1
499,1,6,6310,2,32,4,9,4,2.516,2,1
33,1,1,1101,1,41,3,1,4,1.714,3,2
1804,1,13,13401,2,49,4,2,2,0.496,4,2
1565,1,13,13122,2,39,3,2,3,0.13,3,1
1780,1,13,13301,2,50,4,9,3,0.73,4,2
1701,1,13,13131,1,33,4,2,2,1.59,2,3
57,1,2,2101,2,52,3,1,4,0.948,4,2
1128,1,13,13101,2,50,3,1,4,0.796,4,3
106,1,2,2201,2,45,3,9,3,10.18,4,2
518,1,7,7101,1,69,4,2,2,0.676,5,3
1173,1,13,13104,2,71,4,2,1,0.505,5,2
1801,1,13,13401,2,62,4,2,2,0.66,5,2
1847,2,13,13504,1,22,3,2,4,0.718,1,3
722,1,8,8111,2,42,4,1,2,1.134,3,2
198,2,4,4301,2,42,4,9,2,1.387,3,2
87,1,2,2101,2,32,3,1,3,2.54,2,2
833,2,8,8416,1,35,4,9,2,0.884,3,1
1220,1,13,13107,2,80,4,1,2,0.016,5,1
318,1,5,5109,2,22,4,2,4,0.901,1,1
427,1,6,6101,1,32,2,2,4,1.832,2,3
162,1,4,4102,2,23,3,2,4,0.614,1,2
1056,1,10,10301,1,18,3,2,3,2.788,1,1
522,1,7,7101,1,67,4,2,1,1.013,5,2
1655,1,13,13127,2,23,3,2,4,1.151,1,2
735,2,8,8203,2,40,4,2,3,0.25,3,2
1605,1,13,13124,2,29,4,1,4,0.629,2,2
469,2,6,6117,1,19,4,2,3,1.688,1,1
1755,1,13,13201,2,21,3,1,3,1.205,1,2
1845,2,13,13504,2,24,4,2,2,0.428,1,1
655,1,8,8102,2,50,3,1,4,1.005,4,2
1821,1,13,13402,1,19,3,2,3,1.052,1,2
1172,1,13,13104,2,32,3,2,3,0.745,2,2
1665,1,13,13128,1,19,4,1,3,2.497,1,2
329,1,5,5201,1,58,3,9,3,0.102,5,1
643,2,8,8101,2,30,4,2,3,4.02,2,2
1289,1,13,13111,2,32,4,9,3,0.943,2,2
1286,1,13,13111,2,32,4,9,3,0.943,2,2
175,2,4,4106,1,71,4,2,2,0.448,5,3
639,1,8,8101,1,58,3,1,3,0.674,5,1
1623,1,13,13125,2,23,4,2,3,1.065,1,2
110,1,2,2301,2,21,3,2,3,0.933,1,2
472,2,6,6117,2,51,4,9,2,0.693,4,2
1777,1,13,13301,2,23,4,2,4,0.414,1,1
904,2,9,9112,2,42,4,2,3,1.082,3,2
826,1,8,8416,2,38,3,9,3,2.132,3,1
474,2,6,6117,2,20,4,9,3,1.007,1,2
1363,1,13,13114,1,78,1,1,4,1.238,5,1
893,2,9,9110,1,33,3,2,2,0.974,2,3
144,1,4,4101,2,35,3,9,4,0.487,3,2
333,1,5,5301,2,34,3,2,3,1.168,2,1
1587,1,13,13123,1,28,1,1,4,1.647,2,2
1105,1,13,13101,1,37,3,1,3,1.023,3,3
123,1,3,3101,2,42,5,2,3,0.497,3,9
684,1,8,8108,1,68,4,2,2,0.836,5,2
920,1,9,9201,1,33,4,2,3,0.404,2,2
21,1,15,15101,2,20,3,1,3,0.771,1,3
332,1,5,5301,2,68,3,1,3,0.792,5,2
78,1,2,2101,1,33,2,2,3,0.665,2,3
654,1,8,8102,2,21,3,1,4,1.186,1,2
1109,1,13,13101,2,43,3,9,3,0.432,3,2
1101,1,13,13101,2,29,2,1,4,1.083,2,2
334,1,5,5301,1,43,3,1,3,1.047,3,2
24,1,15,15101,2,27,3,2,3,1.333,2,3
791,1,8,8401,1,21,4,2,3,1.064,1,2
1426,1,13,13117,1,18,4,1,3,1.11,1,2
100,1,2,2201,2,26,3,2,4,1.752,2,3
1677,1,13,13129,1,25,4,1,4,0.648,2,2
439,1,6,6106,1,56,3,2,3,0.089,5,1
1160,1,13,13104,1,53,3,1,3,2.23,4,2
1802,1,13,13401,1,23,4,2,3,1.026,1,2
1729,1,13,13201,2,21,3,1,3,0.909,1,9
285,1,5,5109,1,23,3,9,4,0.928,1,2
1512,1,13,13120,1,29,3,2,3,0.986,2,1
1239,1,13,13109,2,50,3,2,4,0.682,4,1
1786,2,13,13303,2,57,4,2,3,0.151,5,9
249,1,5,5103,1,50,4,1,2,2.019,4,2
885,1,9,9109,2,26,4,2,3,0.657,2,1
1378,1,13,13114,1,34,3,1,3,1.109,2,1
305,1,5,5109,2,38,3,9,4,0.685,3,1
1251,1,13,13110,1,36,3,1,3,1.263,3,2
677,1,8,8107,1,32,4,2,2,1.106,2,2
703,1,8,8110,1,32,3,1,4,0.85,2,2
27,1,1,1101,1,29,4,1,3,1.923,2,2
1820,1,13,13402,2,26,3,2,3,0.499,2,2
1367,1,13,13114,2,67,2,1,4,0.628,5,1
575,2,7,7304,2,63,4,2,2,0.295,5,3
9,1,15,15101,1,36,5,1,5,1.668,3,1
1334,1,13,13113,2,18,1,1,3,0.629,1,2
710,1,8,8110,2,47,3,9,4,0.325,4,2
504,1,6,6310,1,29,5,2,2,1.338,2,2
1272,1,13,13110,2,26,3,2,3,1.892,2,3
1829,1,13,13404,1,53,4,1,2,0.229,4,2
1785,2,13,13303,2,38,4,2,2,0.498,3,3
81,1,2,2101,2,24,4,1,2,0.409,1,1
38,1,1,1101,2,22,4,1,3,1.898,1,1
1547,1,13,13122,2,21,1,1,4,1.402,1,3
1102,1,13,13101,2,24,2,2,4,0.626,1,3
1296,1,13,13111,2,45,3,1,4,0.683,4,9
1191,1,13,13105,2,27,2,1,4,1.168,2,1
218,1,5,5101,1,70,4,2,2,1.756,5,3
1249,1,13,13110,2,59,4,2,2,1.272,5,2
371,2,5,5504,1,52,4,2,2,1.021,4,1
1048,1,10,10301,1,39,4,2,4,1.186,3,1
290,1,5,5109,2,21,3,9,3,1.02,1,3
199,1,4,4302,2,27,4,2,2,2.469,2,2
1805,1,13,13401,2,26,4,9,2,0.487,2,2
989,1,10,10101,1,28,2,2,4,1.809,2,2
319,1,5,5109,1,43,3,1,4,0.972,3,2
512,1,7,7101,2,34,3,1,3,0.511,2,3
189,1,4,4301,1,42,4,2,3,3.173,3,2
1448,1,13,13119,2,21,4,2,4,1.518,1,1
50,1,2,2101,2,83,4,2,2,0.753,5,3
634,1,8,8101,1,25,4,1,3,1.474,2,2
948,1,14,14101,2,26,4,2,2,0.069,2,2
101,1,2,2201,2,56,2,1,4,1.187,5,1
356,1,5,5502,2,94,3,2,2,1.12,5,3
990,1,10,10101,1,50,2,2,4,3.175,4,1
486,2,6,6301,2,34,4,2,3,1.28,2,3
867,2,9,9101,2,30,4,2,3,0.522,2,3
646,2,8,8101,1,31,4,2,4,1.903,2,2
1224,1,13,13107,2,42,4,2,2,0.035,3,2
1261,1,13,13110,2,25,4,2,3,1.885,2,2
1164,1,13,13104,1,37,3,1,3,1.607,3,1
1670,1,13,13128,1,29,4,1,2,1.133,2,2
1447,1,13,13119,1,32,4,2,3,1.397,2,2
281,1,5,5108,1,34,4,2,3,0.488,2,1
268,1,5,5107,2,90,3,2,1,0.807,5,3
435,2,6,6104,1,73,4,2,1,0.785,5,1
1419,1,13,13117,2,33,5,2,3,0.613,2,2
685,1,8,8108,2,64,2,1,3,0.508,5,1
1554,1,13,13122,2,77,3,1,4,1.281,5,9
400,1,5,5702,2,36,5,2,2,1.658,3,2
584,1,7,7401,2,31,4,9,4,1.351,2,2
1555,1,13,13122,2,28,4,1,3,4.472,2,9
551,2,7,7201,1,18,4,2,3,3.618,1,1
1825,1,13,13404,2,56,2,9,3,0.25,5,3
209,2,4,4304,1,25,4,9,4,2.936,2,9
1597,1,13,13124,2,19,4,1,4,0.912,1,2
651,1,8,8102,2,26,3,1,4,2.463,2,2
324,1,5,5109,2,72,3,1,3,0.735,5,2
1146,1,13,13103,1,29,4,1,3,1.161,2,1
1427,1,13,13117,1,22,4,2,3,0.74,1,1
1023,2,10,10109,1,75,5,2,2,1.209,5,1
135,1,3,3202,1,18,3,1,1,2.564,1,9
1182,1,13,13105,2,18,4,1,3,1.413,1,3
1299,1,13,13111,2,36,3,1,3,1.224,3,2
1287,1,13,13111,1,55,4,2,3,0.315,5,2
566,1,7,7304,2,54,4,2,2,0.228,4,1
1437,1,13,13118,2,48,3,9,3,0.426,4,1
745,1,8,8301,2,26,3,1,3,1.352,2,1
1459,1,13,13119,2,50,4,1,1,0.997,4,2
1476,1,13,13119,1,46,4,2,3,2.725,4,2
1664,1,13,13128,1,18,4,1,3,1.07,1,2
17,1,15,15101,1,20,4,2,3,1.837,1,2
1132,1,13,13101,2,36,4,1,2,1.29,3,2
721,1,8,8111,2,18,4,2,3,0.866,1,2
279,1,5,5108,2,22,4,1,3,1.59,1,2
1733,1,13,13201,2,34,3,1,3,0.787,2,2
484,2,6,6301,1,21,4,2,3,0.704,1,1
492,1,6,6303,1,20,4,2,3,1.236,1,1
591,1,7,7401,2,30,4,9,3,0.67,2,3
1502,1,13,13120,2,19,3,2,3,1.898,1,1
596,2,7,7404,2,24,4,2,2,1.293,1,2
1,1,15,15101,1,20,4,2,4,0.865,1,1
1633,1,13,13126,2,28,4,2,3,2.3,2,2
559,1,7,7301,1,24,4,1,3,1.697,1,2
274,1,5,5108,2,28,3,2,3,0.952,2,2
44,1,1,1101,1,18,3,2,3,1.352,1,3
1869,1,13,13605,2,45,4,1,2,0.241,4,9
1035,2,10,10205,1,29,4,2,2,0.952,2,3
1723,1,13,13201,2,29,3,2,4,2.027,2,1
495,2,6,6306,1,27,4,2,3,0.85,2,1
1129,1,13,13101,2,33,4,2,3,1.704,2,3
878,2,9,9105,2,71,4,2,1,0.377,5,1
1377,1,13,13114,2,68,2,1,2,0.884,5,3
1727,1,13,13201,2,26,3,1,4,4.055,2,9
1730,1,13,13201,1,32,4,2,3,2.091,2,3
181,1,4,4201,2,26,2,1,4,1.202,2,1
205,2,4,4304,1,22,4,2,3,2.558,1,2
1798,1,13,13401,2,54,2,1,4,1.005,4,2
872,1,9,9102,2,37,4,2,2,1.432,3,1
186,1,4,4201,2,38,1,2,4,0.607,3,2
163,1,4,4102,1,30,3,1,4,1.63,2,3
184,1,4,4201,2,40,2,2,4,0.607,3,3
1321,1,13,13112,1,49,4,2,1,0.584,4,2
1274,1,13,13110,2,23,3,9,3,1.265,1,2
888,1,9,9109,2,64,4,2,2,0.891,5,3
1311,1,13,13112,2,69,3,9,3,0.068,5,2
1726,1,13,13201,2,28,3,9,4,4.055,2,2
1276,1,13,13110,1,26,3,1,3,1.552,2,9
692,1,8,8110,1,58,3,2,2,0.051,5,1
1768,1,13,13201,1,19,2,1,3,0.863,1,1
1842,1,13,13501,2,53,4,1,3,0.374,4,3
1660,1,13,13128,2,18,3,2,3,0.435,1,1
1736,1,13,13201,2,40,3,9,3,0.961,3,3
1853,1,13,13601,1,18,3,1,3,0.212,1,3
570,1,7,7304,2,68,3,1,2,0.607,5,1
1320,1,13,13112,2,68,4,9,2,0.297,5,2
137,1,3,3202,1,23,3,1,2,1.538,1,3
180,2,4,4106,1,43,4,2,3,2.095,3,2
200,1,4,4302,2,52,2,9,4,0.629,4,1
1738,1,13,13201,2,48,3,1,3,0.647,4,2
1497,1,13,13120,2,18,2,1,3,0.086,1,2
1776,1,13,13203,1,49,4,2,1,0.811,4,2
1042,1,10,10301,2,38,3,1,4,1.023,3,2
1483,1,13,13119,2,48,3,1,3,0.502,4,2
415,1,6,6101,2,33,2,9,4,1.058,2,3
744,1,8,8205,1,37,4,2,3,1.22,3,2
1510,1,13,13120,1,74,3,9,3,0.62,5,2
846,1,9,9101,2,82,4,2,2,0.243,5,3
1775,1,13,13203,1,37,2,1,4,1.754,3,2
1487,1,13,13119,1,29,3,1,3,2.093,2,3
1735,1,13,13201,2,41,3,1,2,0.961,3,2
568,1,7,7304,1,60,4,9,3,0.598,5,1
682,1,8,8108,2,63,4,1,3,0.424,5,2
1273,1,13,13110,2,21,3,1,2,0.844,1,2
1725,1,13,13201,2,32,3,1,4,2.027,2,2
284,1,5,5109,2,75,3,9,2,0.398,5,2
1784,2,13,13303,2,64,4,2,1,0.606,5,2
1223,1,13,13107,2,51,4,2,1,0.036,4,9
1317,1,13,13112,2,43,3,9,4,0.663,3,1
1247,1,13,13110,2,26,3,9,4,1.483,2,2
460,1,6,6115,2,32,4,1,3,1.177,2,3
743,1,8,8205,1,80,4,1,2,0.455,5,1
210,2,4,4304,2,46,4,2,2,1.576,4,3
126,1,3,3101,1,21,5,2,2,1.038,1,2
119,1,3,3101,2,37,3,1,4,1.17,3,1
991,1,10,10101,2,56,3,1,3,0.729,5,3
734,2,8,8203,1,37,4,2,2,0.845,3,2
204,1,4,4302,2,32,4,2,2,1.235,2,3
148,1,4,4101,1,22,4,1,4,2.733,1,3
1496,1,13,13120,2,52,2,9,4,0.051,4,1
1301,1,13,13111,1,46,3,9,4,2.683,4,9
1495,1,13,13120,2,31,2,9,4,0.149,2,9
2,1,15,15101,2,64,3,2,1,0.278,5,3
1731,1,13,13201,2,34,3,9,3,0.787,2,2
928,1,9,9203,1,60,2,1,4,1.83,5,2
1141,1,13,13103,2,59,4,9,3,0.74,5,3
609,2,7,7408,2,66,4,2,3,0.134,5,2
1460,1,13,13119,1,43,4,1,3,1.315,3,2
1316,1,13,13112,1,34,3,9,3,0.931,2,9
1036,2,10,10205,2,27,4,2,3,2.01,2,2
477,1,6,6301,2,31,4,2,4,1.484,2,2
177,2,4,4106,1,22,4,2,3,0.953,1,3
1307,1,13,13112,2,83,3,1,2,0.237,5,2
1150,1,13,13103,2,67,4,2,2,0.801,5,2
1732,1,13,13201,1,22,4,2,4,0.829,1,2
124,1,3,3101,1,28,5,2,3,0.698,2,9
841,1,9,9101,2,23,3,2,3,0.414,1,2
482,2,6,6301,2,23,4,2,3,1.26,1,3
536,2,7,7106,1,45,4,2,2,0.552,4,1
37,1,1,1101,2,41,4,2,3,1.492,3,2
1147,1,13,13103,2,24,4,2,2,0.455,1,2
1315,1,13,13112,1,53,3,1,3,1.635,4,1
1277,1,13,13110,2,39,3,2,3,1.105,3,2
1149,1,13,13103,1,63,4,2,2,1.053,5,2
571,2,7,7304,2,42,4,2,2,0.486,3,1
1669,1,13,13128,2,26,4,1,4,1.065,2,2
1498,1,13,13120,2,47,2,9,4,0.177,4,2
1473,1,13,13119,1,35,3,1,3,1.309,3,3
1793,1,13,13401,2,74,3,9,3,2.19,5,2
1868,1,13,13605,2,65,4,2,1,0.16,5,2
1135,1,13,13102,1,45,2,1,4,1.3,4,1
1268,1,13,13110,1,38,4,1,3,2.263,3,2
1759,1,13,13201,2,24,4,2,3,0.986,1,2
760,2,8,8301,2,32,4,2,2,0.506,2,3
875,1,9,9102,2,65,4,2,1,0.427,5,1
891,2,9,9110,1,18,4,2,3,1.698,1,3
395,1,5,5701,2,49,4,2,2,0.425,4,2
889,2,9,9110,2,19,4,2,3,1.519,1,3
